"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDPHRWKD","TOT","USD","A","1970",26.841344,
"AUS","GDPHRWKD","TOT","USD","A","1971",27.511634,
"AUS","GDPHRWKD","TOT","USD","A","1972",28.11866,
"AUS","GDPHRWKD","TOT","USD","A","1973",28.698975,
"AUS","GDPHRWKD","TOT","USD","A","1974",28.238353,
"AUS","GDPHRWKD","TOT","USD","A","1975",29.283786,
"AUS","GDPHRWKD","TOT","USD","A","1976",29.771893,
"AUS","GDPHRWKD","TOT","USD","A","1977",29.737149,
"AUS","GDPHRWKD","TOT","USD","A","1978",30.993761,
"AUS","GDPHRWKD","TOT","USD","A","1979",31.1521,
"AUS","GDPHRWKD","TOT","USD","A","1980",31.5015,
"AUS","GDPHRWKD","TOT","USD","A","1981",32.410372,
"AUS","GDPHRWKD","TOT","USD","A","1982",32.798311,
"AUS","GDPHRWKD","TOT","USD","A","1983",33.697552,
"AUS","GDPHRWKD","TOT","USD","A","1984",34.438392,
"AUS","GDPHRWKD","TOT","USD","A","1985",34.352588,
"AUS","GDPHRWKD","TOT","USD","A","1986",34.374815,
"AUS","GDPHRWKD","TOT","USD","A","1987",35.113088,
"AUS","GDPHRWKD","TOT","USD","A","1988",35.007466,
"AUS","GDPHRWKD","TOT","USD","A","1989",35.123825,
"AUS","GDPHRWKD","TOT","USD","A","1990",35.681528,
"AUS","GDPHRWKD","TOT","USD","A","1991",36.501738,
"AUS","GDPHRWKD","TOT","USD","A","1992",37.624969,
"AUS","GDPHRWKD","TOT","USD","A","1993",37.706627,
"AUS","GDPHRWKD","TOT","USD","A","1994",37.791395,
"AUS","GDPHRWKD","TOT","USD","A","1995",38.92517,
"AUS","GDPHRWKD","TOT","USD","A","1996",40.274168,
"AUS","GDPHRWKD","TOT","USD","A","1997",41.638183,
"AUS","GDPHRWKD","TOT","USD","A","1998",42.956218,
"AUS","GDPHRWKD","TOT","USD","A","1999",43.322277,
"AUS","GDPHRWKD","TOT","USD","A","2000",43.813437,
"AUS","GDPHRWKD","TOT","USD","A","2001",45.338482,
"AUS","GDPHRWKD","TOT","USD","A","2002",46.025462,
"AUS","GDPHRWKD","TOT","USD","A","2003",47.089456,
"AUS","GDPHRWKD","TOT","USD","A","2004",46.931496,
"AUS","GDPHRWKD","TOT","USD","A","2005",47.099677,
"AUS","GDPHRWKD","TOT","USD","A","2006",47.342066,
"AUS","GDPHRWKD","TOT","USD","A","2007",47.873036,
"AUS","GDPHRWKD","TOT","USD","A","2008",49.523676,
"AUS","GDPHRWKD","TOT","USD","A","2009",49.111719,
"AUS","GDPHRWKD","TOT","USD","A","2010",49.886548,
"AUS","GDPHRWKD","TOT","USD","A","2011",50.465688,
"AUS","GDPHRWKD","TOT","USD","A","2012",51.671243,
"AUS","GDPHRWKD","TOT","USD","A","2013",52.558753,
"AUS","GDPHRWKD","TOT","USD","A","2014",52.780926,
"AUS","GDPHRWKD","TOT","USD","A","2015",54.099648,
"AUS","GDPHRWKD","TOT","USD","A","2016",53.945416,
"AUS","GDPHRWKD","TOT","USD","A","2017",54.561035,
"AUS","GDPHRWKD","TOT","USD","A","2018",54.571184,"E"
"AUS","GDPHRWKD","TOT","USD","A","2019",55.233491,"E"
"AUS","GDPHRWKD","TOT","USD","A","2020",56.276696,"E"
"AUS","GDPHRWKD","TOT","USD","A","2021",56.832165,"E"
"AUS","GDPHRWKD","TOT","USD","A","2022",56.145609,"E"
"AUT","GDPHRWKD","TOT","USD","A","1995",51.115702,
"AUT","GDPHRWKD","TOT","USD","A","1996",51.167358,
"AUT","GDPHRWKD","TOT","USD","A","1997",51.618888,
"AUT","GDPHRWKD","TOT","USD","A","1998",53.570716,
"AUT","GDPHRWKD","TOT","USD","A","1999",54.527023,
"AUT","GDPHRWKD","TOT","USD","A","2000",55.82424,
"AUT","GDPHRWKD","TOT","USD","A","2001",56.53665,
"AUT","GDPHRWKD","TOT","USD","A","2002",57.608439,
"AUT","GDPHRWKD","TOT","USD","A","2003",58.062767,
"AUT","GDPHRWKD","TOT","USD","A","2004",59.197002,
"AUT","GDPHRWKD","TOT","USD","A","2005",60.623506,
"AUT","GDPHRWKD","TOT","USD","A","2006",62.235253,
"AUT","GDPHRWKD","TOT","USD","A","2007",63.797008,
"AUT","GDPHRWKD","TOT","USD","A","2008",63.799879,
"AUT","GDPHRWKD","TOT","USD","A","2009",63.352297,
"AUT","GDPHRWKD","TOT","USD","A","2010",64.310644,
"AUT","GDPHRWKD","TOT","USD","A","2011",64.948767,
"AUT","GDPHRWKD","TOT","USD","A","2012",65.654895,
"AUT","GDPHRWKD","TOT","USD","A","2013",66.07724,
"AUT","GDPHRWKD","TOT","USD","A","2014",66.314312,
"AUT","GDPHRWKD","TOT","USD","A","2015",67.261798,
"AUT","GDPHRWKD","TOT","USD","A","2016",67.177258,
"AUT","GDPHRWKD","TOT","USD","A","2017",68.003808,
"AUT","GDPHRWKD","TOT","USD","A","2018",68.321268,
"AUT","GDPHRWKD","TOT","USD","A","2019",68.266962,
"AUT","GDPHRWKD","TOT","USD","A","2020",69.965486,
"AUT","GDPHRWKD","TOT","USD","A","2021",69.797178,
"AUT","GDPHRWKD","TOT","USD","A","2022",71.153119,
"BEL","GDPHRWKD","TOT","USD","A","1970",27.497166,
"BEL","GDPHRWKD","TOT","USD","A","1971",28.485856,
"BEL","GDPHRWKD","TOT","USD","A","1972",30.468756,
"BEL","GDPHRWKD","TOT","USD","A","1973",32.532014,
"BEL","GDPHRWKD","TOT","USD","A","1974",33.924965,
"BEL","GDPHRWKD","TOT","USD","A","1975",34.141031,
"BEL","GDPHRWKD","TOT","USD","A","1976",36.207479,
"BEL","GDPHRWKD","TOT","USD","A","1977",37.115528,
"BEL","GDPHRWKD","TOT","USD","A","1978",38.507129,
"BEL","GDPHRWKD","TOT","USD","A","1979",39.422417,
"BEL","GDPHRWKD","TOT","USD","A","1980",41.729091,
"BEL","GDPHRWKD","TOT","USD","A","1981",42.974937,
"BEL","GDPHRWKD","TOT","USD","A","1982",44.17632,
"BEL","GDPHRWKD","TOT","USD","A","1983",44.7383,
"BEL","GDPHRWKD","TOT","USD","A","1984",45.213096,
"BEL","GDPHRWKD","TOT","USD","A","1985",45.575369,
"BEL","GDPHRWKD","TOT","USD","A","1986",46.657876,
"BEL","GDPHRWKD","TOT","USD","A","1987",47.821332,
"BEL","GDPHRWKD","TOT","USD","A","1988",49.479833,
"BEL","GDPHRWKD","TOT","USD","A","1989",50.695138,
"BEL","GDPHRWKD","TOT","USD","A","1990",51.285906,
"BEL","GDPHRWKD","TOT","USD","A","1991",53.247397,
"BEL","GDPHRWKD","TOT","USD","A","1992",54.911491,
"BEL","GDPHRWKD","TOT","USD","A","1993",56.284298,
"BEL","GDPHRWKD","TOT","USD","A","1994",58.348072,
"BEL","GDPHRWKD","TOT","USD","A","1995",58.593596,
"BEL","GDPHRWKD","TOT","USD","A","1996",59.324556,
"BEL","GDPHRWKD","TOT","USD","A","1997",60.888272,
"BEL","GDPHRWKD","TOT","USD","A","1998",61.322735,
"BEL","GDPHRWKD","TOT","USD","A","1999",62.591788,
"BEL","GDPHRWKD","TOT","USD","A","2000",63.08917,
"BEL","GDPHRWKD","TOT","USD","A","2001",63.233672,
"BEL","GDPHRWKD","TOT","USD","A","2002",63.667303,
"BEL","GDPHRWKD","TOT","USD","A","2003",64.204011,
"BEL","GDPHRWKD","TOT","USD","A","2004",66.278551,
"BEL","GDPHRWKD","TOT","USD","A","2005",67.287921,
"BEL","GDPHRWKD","TOT","USD","A","2006",67.637137,
"BEL","GDPHRWKD","TOT","USD","A","2007",68.887444,
"BEL","GDPHRWKD","TOT","USD","A","2008",68.464336,
"BEL","GDPHRWKD","TOT","USD","A","2009",68.020751,
"BEL","GDPHRWKD","TOT","USD","A","2010",69.053627,
"BEL","GDPHRWKD","TOT","USD","A","2011",68.581978,
"BEL","GDPHRWKD","TOT","USD","A","2012",68.923207,
"BEL","GDPHRWKD","TOT","USD","A","2013",69.517696,
"BEL","GDPHRWKD","TOT","USD","A","2014",70.513657,
"BEL","GDPHRWKD","TOT","USD","A","2015",71.604653,
"BEL","GDPHRWKD","TOT","USD","A","2016",71.674769,
"BEL","GDPHRWKD","TOT","USD","A","2017",71.534022,
"BEL","GDPHRWKD","TOT","USD","A","2018",71.681631,
"BEL","GDPHRWKD","TOT","USD","A","2019",72.273908,
"BEL","GDPHRWKD","TOT","USD","A","2020",74.555892,
"BEL","GDPHRWKD","TOT","USD","A","2021",73.726643,
"BEL","GDPHRWKD","TOT","USD","A","2022",74.606338,
"CAN","GDPHRWKD","TOT","USD","A","1970",28.553067,
"CAN","GDPHRWKD","TOT","USD","A","1971",29.269246,
"CAN","GDPHRWKD","TOT","USD","A","1972",30.285722,
"CAN","GDPHRWKD","TOT","USD","A","1973",30.976368,
"CAN","GDPHRWKD","TOT","USD","A","1974",30.998042,
"CAN","GDPHRWKD","TOT","USD","A","1975",31.379024,
"CAN","GDPHRWKD","TOT","USD","A","1976",33.232235,
"CAN","GDPHRWKD","TOT","USD","A","1977",34.186269,
"CAN","GDPHRWKD","TOT","USD","A","1978",34.455588,
"CAN","GDPHRWKD","TOT","USD","A","1979",34.121059,
"CAN","GDPHRWKD","TOT","USD","A","1980",34.027801,
"CAN","GDPHRWKD","TOT","USD","A","1981",34.483961,
"CAN","GDPHRWKD","TOT","USD","A","1982",34.95985,
"CAN","GDPHRWKD","TOT","USD","A","1983",35.772644,
"CAN","GDPHRWKD","TOT","USD","A","1984",36.744884,
"CAN","GDPHRWKD","TOT","USD","A","1985",37.074654,
"CAN","GDPHRWKD","TOT","USD","A","1986",36.758123,
"CAN","GDPHRWKD","TOT","USD","A","1987",36.928036,
"CAN","GDPHRWKD","TOT","USD","A","1988",37.281976,
"CAN","GDPHRWKD","TOT","USD","A","1989",37.371447,
"CAN","GDPHRWKD","TOT","USD","A","1990",37.329579,
"CAN","GDPHRWKD","TOT","USD","A","1991",37.657788,
"CAN","GDPHRWKD","TOT","USD","A","1992",38.428156,
"CAN","GDPHRWKD","TOT","USD","A","1993",39.205668,
"CAN","GDPHRWKD","TOT","USD","A","1994",39.985071,
"CAN","GDPHRWKD","TOT","USD","A","1995",40.473261,
"CAN","GDPHRWKD","TOT","USD","A","1996",40.384258,
"CAN","GDPHRWKD","TOT","USD","A","1997",41.026076,
"CAN","GDPHRWKD","TOT","USD","A","1998",41.799436,
"CAN","GDPHRWKD","TOT","USD","A","1999",42.871423,
"CAN","GDPHRWKD","TOT","USD","A","2000",44.242198,
"CAN","GDPHRWKD","TOT","USD","A","2001",44.95294,
"CAN","GDPHRWKD","TOT","USD","A","2002",45.677371,
"CAN","GDPHRWKD","TOT","USD","A","2003",45.774403,
"CAN","GDPHRWKD","TOT","USD","A","2004",46.155246,
"CAN","GDPHRWKD","TOT","USD","A","2005",47.176536,
"CAN","GDPHRWKD","TOT","USD","A","2006",47.770347,
"CAN","GDPHRWKD","TOT","USD","A","2007",47.793614,
"CAN","GDPHRWKD","TOT","USD","A","2008",47.68711,
"CAN","GDPHRWKD","TOT","USD","A","2009",47.844174,
"CAN","GDPHRWKD","TOT","USD","A","2010",48.363874,
"CAN","GDPHRWKD","TOT","USD","A","2011",49.207519,
"CAN","GDPHRWKD","TOT","USD","A","2012",49.199419,
"CAN","GDPHRWKD","TOT","USD","A","2013",49.910705,
"CAN","GDPHRWKD","TOT","USD","A","2014",51.335848,
"CAN","GDPHRWKD","TOT","USD","A","2015",51.234357,
"CAN","GDPHRWKD","TOT","USD","A","2016",51.579956,
"CAN","GDPHRWKD","TOT","USD","A","2017",52.390492,
"CAN","GDPHRWKD","TOT","USD","A","2018",52.46517,
"CAN","GDPHRWKD","TOT","USD","A","2019",52.695282,
"CAN","GDPHRWKD","TOT","USD","A","2020",56.849639,
"CAN","GDPHRWKD","TOT","USD","A","2021",53.913039,
"CAN","GDPHRWKD","TOT","USD","A","2022",53.30759,
"CZE","GDPHRWKD","TOT","USD","A","1993",21.580209,
"CZE","GDPHRWKD","TOT","USD","A","1994",22.178276,
"CZE","GDPHRWKD","TOT","USD","A","1995",23.555989,
"CZE","GDPHRWKD","TOT","USD","A","1996",24.464831,
"CZE","GDPHRWKD","TOT","USD","A","1997",24.396092,
"CZE","GDPHRWKD","TOT","USD","A","1998",24.433029,
"CZE","GDPHRWKD","TOT","USD","A","1999",24.918613,
"CZE","GDPHRWKD","TOT","USD","A","2000",25.998047,
"CZE","GDPHRWKD","TOT","USD","A","2001",27.994158,
"CZE","GDPHRWKD","TOT","USD","A","2002",28.429678,
"CZE","GDPHRWKD","TOT","USD","A","2003",29.901424,
"CZE","GDPHRWKD","TOT","USD","A","2004",31.147574,
"CZE","GDPHRWKD","TOT","USD","A","2005",32.765277,
"CZE","GDPHRWKD","TOT","USD","A","2006",34.781571,
"CZE","GDPHRWKD","TOT","USD","A","2007",36.256014,
"CZE","GDPHRWKD","TOT","USD","A","2008",36.139167,
"CZE","GDPHRWKD","TOT","USD","A","2009",35.303035,
"CZE","GDPHRWKD","TOT","USD","A","2010",36.128328,
"CZE","GDPHRWKD","TOT","USD","A","2011",36.734795,
"CZE","GDPHRWKD","TOT","USD","A","2012",36.886973,
"CZE","GDPHRWKD","TOT","USD","A","2013",37.004724,
"CZE","GDPHRWKD","TOT","USD","A","2014",37.432375,
"CZE","GDPHRWKD","TOT","USD","A","2015",39.390083,
"CZE","GDPHRWKD","TOT","USD","A","2016",39.251558,
"CZE","GDPHRWKD","TOT","USD","A","2017",40.595969,
"CZE","GDPHRWKD","TOT","USD","A","2018",41.161265,
"CZE","GDPHRWKD","TOT","USD","A","2019",42.272668,
"CZE","GDPHRWKD","TOT","USD","A","2020",43.289836,
"CZE","GDPHRWKD","TOT","USD","A","2021",43.48247,
"CZE","GDPHRWKD","TOT","USD","A","2022",42.997912,
"DNK","GDPHRWKD","TOT","USD","A","1970",27.472263,
"DNK","GDPHRWKD","TOT","USD","A","1971",28.866758,
"DNK","GDPHRWKD","TOT","USD","A","1972",30.399818,
"DNK","GDPHRWKD","TOT","USD","A","1973",32.058011,
"DNK","GDPHRWKD","TOT","USD","A","1974",32.263526,
"DNK","GDPHRWKD","TOT","USD","A","1975",33.589438,
"DNK","GDPHRWKD","TOT","USD","A","1976",34.830328,
"DNK","GDPHRWKD","TOT","USD","A","1977",36.121419,
"DNK","GDPHRWKD","TOT","USD","A","1978",37.157283,
"DNK","GDPHRWKD","TOT","USD","A","1979",38.436488,
"DNK","GDPHRWKD","TOT","USD","A","1980",38.140141,
"DNK","GDPHRWKD","TOT","USD","A","1981",39.262832,
"DNK","GDPHRWKD","TOT","USD","A","1982",40.358549,
"DNK","GDPHRWKD","TOT","USD","A","1983",41.560958,
"DNK","GDPHRWKD","TOT","USD","A","1984",42.8173,
"DNK","GDPHRWKD","TOT","USD","A","1985",43.900178,
"DNK","GDPHRWKD","TOT","USD","A","1986",44.851916,
"DNK","GDPHRWKD","TOT","USD","A","1987",45.762837,
"DNK","GDPHRWKD","TOT","USD","A","1988",46.660917,
"DNK","GDPHRWKD","TOT","USD","A","1989",47.63771,
"DNK","GDPHRWKD","TOT","USD","A","1990",49.031726,
"DNK","GDPHRWKD","TOT","USD","A","1991",50.313361,
"DNK","GDPHRWKD","TOT","USD","A","1992",51.179633,
"DNK","GDPHRWKD","TOT","USD","A","1993",52.15734,
"DNK","GDPHRWKD","TOT","USD","A","1994",55.487238,
"DNK","GDPHRWKD","TOT","USD","A","1995",56.312932,
"DNK","GDPHRWKD","TOT","USD","A","1996",57.655533,
"DNK","GDPHRWKD","TOT","USD","A","1997",58.073442,
"DNK","GDPHRWKD","TOT","USD","A","1998",58.006556,
"DNK","GDPHRWKD","TOT","USD","A","1999",58.597376,
"DNK","GDPHRWKD","TOT","USD","A","2000",59.954667,
"DNK","GDPHRWKD","TOT","USD","A","2001",59.743007,
"DNK","GDPHRWKD","TOT","USD","A","2002",60.234191,
"DNK","GDPHRWKD","TOT","USD","A","2003",61.228274,
"DNK","GDPHRWKD","TOT","USD","A","2004",63.183454,
"DNK","GDPHRWKD","TOT","USD","A","2005",64.048343,
"DNK","GDPHRWKD","TOT","USD","A","2006",64.892447,
"DNK","GDPHRWKD","TOT","USD","A","2007",65.012119,
"DNK","GDPHRWKD","TOT","USD","A","2008",64.044269,
"DNK","GDPHRWKD","TOT","USD","A","2009",63.453957,
"DNK","GDPHRWKD","TOT","USD","A","2010",65.937261,
"DNK","GDPHRWKD","TOT","USD","A","2011",66.165566,
"DNK","GDPHRWKD","TOT","USD","A","2012",67.430176,
"DNK","GDPHRWKD","TOT","USD","A","2013",67.960405,
"DNK","GDPHRWKD","TOT","USD","A","2014",69.036988,
"DNK","GDPHRWKD","TOT","USD","A","2015",70.022816,
"DNK","GDPHRWKD","TOT","USD","A","2016",70.856515,
"DNK","GDPHRWKD","TOT","USD","A","2017",72.180878,
"DNK","GDPHRWKD","TOT","USD","A","2018",73.769587,
"DNK","GDPHRWKD","TOT","USD","A","2019",74.317394,
"DNK","GDPHRWKD","TOT","USD","A","2020",75.083567,
"DNK","GDPHRWKD","TOT","USD","A","2021",75.831338,
"DNK","GDPHRWKD","TOT","USD","A","2022",75.315683,
"FIN","GDPHRWKD","TOT","USD","A","1970",17.888889,
"FIN","GDPHRWKD","TOT","USD","A","1971",18.765611,
"FIN","GDPHRWKD","TOT","USD","A","1972",20.199204,
"FIN","GDPHRWKD","TOT","USD","A","1973",21.388919,
"FIN","GDPHRWKD","TOT","USD","A","1974",22.076618,
"FIN","GDPHRWKD","TOT","USD","A","1975",23.445021,
"FIN","GDPHRWKD","TOT","USD","A","1976",23.78017,
"FIN","GDPHRWKD","TOT","USD","A","1977",24.38463,
"FIN","GDPHRWKD","TOT","USD","A","1978",25.260586,
"FIN","GDPHRWKD","TOT","USD","A","1979",26.821717,
"FIN","GDPHRWKD","TOT","USD","A","1980",27.764016,
"FIN","GDPHRWKD","TOT","USD","A","1981",27.77239,
"FIN","GDPHRWKD","TOT","USD","A","1982",28.576809,
"FIN","GDPHRWKD","TOT","USD","A","1983",29.730222,
"FIN","GDPHRWKD","TOT","USD","A","1984",30.666096,
"FIN","GDPHRWKD","TOT","USD","A","1985",31.710419,
"FIN","GDPHRWKD","TOT","USD","A","1986",33.021489,
"FIN","GDPHRWKD","TOT","USD","A","1987",33.727692,
"FIN","GDPHRWKD","TOT","USD","A","1988",35.297664,
"FIN","GDPHRWKD","TOT","USD","A","1989",36.671393,
"FIN","GDPHRWKD","TOT","USD","A","1990",37.547856,
"FIN","GDPHRWKD","TOT","USD","A","1991",37.827547,
"FIN","GDPHRWKD","TOT","USD","A","1992",39.217425,
"FIN","GDPHRWKD","TOT","USD","A","1993",41.346114,
"FIN","GDPHRWKD","TOT","USD","A","1994",43.169754,
"FIN","GDPHRWKD","TOT","USD","A","1995",43.946963,
"FIN","GDPHRWKD","TOT","USD","A","1996",44.839456,
"FIN","GDPHRWKD","TOT","USD","A","1997",46.225308,
"FIN","GDPHRWKD","TOT","USD","A","1998",48.080303,
"FIN","GDPHRWKD","TOT","USD","A","1999",49.182815,
"FIN","GDPHRWKD","TOT","USD","A","2000",51.312409,
"FIN","GDPHRWKD","TOT","USD","A","2001",52.300822,
"FIN","GDPHRWKD","TOT","USD","A","2002",52.775143,
"FIN","GDPHRWKD","TOT","USD","A","2003",53.900389,
"FIN","GDPHRWKD","TOT","USD","A","2004",55.715585,
"FIN","GDPHRWKD","TOT","USD","A","2005",56.763097,
"FIN","GDPHRWKD","TOT","USD","A","2006",58.143659,
"FIN","GDPHRWKD","TOT","USD","A","2007",60.034517,
"FIN","GDPHRWKD","TOT","USD","A","2008",59.335913,
"FIN","GDPHRWKD","TOT","USD","A","2009",56.693486,
"FIN","GDPHRWKD","TOT","USD","A","2010",58.660065,
"FIN","GDPHRWKD","TOT","USD","A","2011",59.486305,
"FIN","GDPHRWKD","TOT","USD","A","2012",58.538786,
"FIN","GDPHRWKD","TOT","USD","A","2013",58.728704,
"FIN","GDPHRWKD","TOT","USD","A","2014",58.865612,
"FIN","GDPHRWKD","TOT","USD","A","2015",59.318425,
"FIN","GDPHRWKD","TOT","USD","A","2016",60.743529,
"FIN","GDPHRWKD","TOT","USD","A","2017",62.263776,
"FIN","GDPHRWKD","TOT","USD","A","2018",61.531074,
"FIN","GDPHRWKD","TOT","USD","A","2019",61.480236,
"FIN","GDPHRWKD","TOT","USD","A","2020",61.524668,
"FIN","GDPHRWKD","TOT","USD","A","2021",61.918084,
"FIN","GDPHRWKD","TOT","USD","A","2022",62.806056,
"FRA","GDPHRWKD","TOT","USD","A","1970",23.895838,
"FRA","GDPHRWKD","TOT","USD","A","1971",25.08375,
"FRA","GDPHRWKD","TOT","USD","A","1972",26.770467,
"FRA","GDPHRWKD","TOT","USD","A","1973",28.316172,
"FRA","GDPHRWKD","TOT","USD","A","1974",29.760027,
"FRA","GDPHRWKD","TOT","USD","A","1975",30.117225,
"FRA","GDPHRWKD","TOT","USD","A","1976",30.736344,
"FRA","GDPHRWKD","TOT","USD","A","1977",32.177911,
"FRA","GDPHRWKD","TOT","USD","A","1978",33.831663,
"FRA","GDPHRWKD","TOT","USD","A","1979",34.864781,
"FRA","GDPHRWKD","TOT","USD","A","1980",35.437723,
"FRA","GDPHRWKD","TOT","USD","A","1981",36.265538,
"FRA","GDPHRWKD","TOT","USD","A","1982",38.617471,
"FRA","GDPHRWKD","TOT","USD","A","1983",39.556884,
"FRA","GDPHRWKD","TOT","USD","A","1984",40.521273,
"FRA","GDPHRWKD","TOT","USD","A","1985",42.149867,
"FRA","GDPHRWKD","TOT","USD","A","1986",43.080524,
"FRA","GDPHRWKD","TOT","USD","A","1987",43.50535,
"FRA","GDPHRWKD","TOT","USD","A","1988",44.910327,
"FRA","GDPHRWKD","TOT","USD","A","1989",46.511042,
"FRA","GDPHRWKD","TOT","USD","A","1990",47.626606,
"FRA","GDPHRWKD","TOT","USD","A","1991",48.223343,
"FRA","GDPHRWKD","TOT","USD","A","1992",49.384037,
"FRA","GDPHRWKD","TOT","USD","A","1993",49.843589,
"FRA","GDPHRWKD","TOT","USD","A","1994",50.872062,
"FRA","GDPHRWKD","TOT","USD","A","1995",52.137055,
"FRA","GDPHRWKD","TOT","USD","A","1996",52.705155,
"FRA","GDPHRWKD","TOT","USD","A","1997",53.577234,
"FRA","GDPHRWKD","TOT","USD","A","1998",54.902497,
"FRA","GDPHRWKD","TOT","USD","A","1999",55.693666,
"FRA","GDPHRWKD","TOT","USD","A","2000",57.168797,
"FRA","GDPHRWKD","TOT","USD","A","2001",58.238429,
"FRA","GDPHRWKD","TOT","USD","A","2002",59.938668,
"FRA","GDPHRWKD","TOT","USD","A","2003",60.280773,
"FRA","GDPHRWKD","TOT","USD","A","2004",60.946954,
"FRA","GDPHRWKD","TOT","USD","A","2005",61.487911,
"FRA","GDPHRWKD","TOT","USD","A","2006",63.018745,
"FRA","GDPHRWKD","TOT","USD","A","2007",62.723395,
"FRA","GDPHRWKD","TOT","USD","A","2008",62.323215,
"FRA","GDPHRWKD","TOT","USD","A","2009",61.685771,
"FRA","GDPHRWKD","TOT","USD","A","2010",62.484285,
"FRA","GDPHRWKD","TOT","USD","A","2011",63.109941,
"FRA","GDPHRWKD","TOT","USD","A","2012",63.316137,
"FRA","GDPHRWKD","TOT","USD","A","2013",64.173601,
"FRA","GDPHRWKD","TOT","USD","A","2014",64.791079,
"FRA","GDPHRWKD","TOT","USD","A","2015",65.316731,
"FRA","GDPHRWKD","TOT","USD","A","2016",65.499243,
"FRA","GDPHRWKD","TOT","USD","A","2017",66.881126,
"FRA","GDPHRWKD","TOT","USD","A","2018",67.155153,
"FRA","GDPHRWKD","TOT","USD","A","2019",67.417144,
"FRA","GDPHRWKD","TOT","USD","A","2020",67.757324,
"FRA","GDPHRWKD","TOT","USD","A","2021",66.745494,
"FRA","GDPHRWKD","TOT","USD","A","2022",65.646066,
"DEU","GDPHRWKD","TOT","USD","A","1970",24.997145,
"DEU","GDPHRWKD","TOT","USD","A","1971",26.088089,
"DEU","GDPHRWKD","TOT","USD","A","1972",27.388072,
"DEU","GDPHRWKD","TOT","USD","A","1973",28.785134,
"DEU","GDPHRWKD","TOT","USD","A","1974",29.947238,
"DEU","GDPHRWKD","TOT","USD","A","1975",31.074,
"DEU","GDPHRWKD","TOT","USD","A","1976",32.522757,
"DEU","GDPHRWKD","TOT","USD","A","1977",33.862079,
"DEU","GDPHRWKD","TOT","USD","A","1978",34.907447,
"DEU","GDPHRWKD","TOT","USD","A","1979",35.906958,
"DEU","GDPHRWKD","TOT","USD","A","1980",36.209255,
"DEU","GDPHRWKD","TOT","USD","A","1981",36.81123,
"DEU","GDPHRWKD","TOT","USD","A","1982",37.192097,
"DEU","GDPHRWKD","TOT","USD","A","1983",38.412381,
"DEU","GDPHRWKD","TOT","USD","A","1984",39.426925,
"DEU","GDPHRWKD","TOT","USD","A","1985",40.336667,
"DEU","GDPHRWKD","TOT","USD","A","1986",40.947861,
"DEU","GDPHRWKD","TOT","USD","A","1987",41.507998,
"DEU","GDPHRWKD","TOT","USD","A","1988",42.578714,
"DEU","GDPHRWKD","TOT","USD","A","1989",44.060484,
"DEU","GDPHRWKD","TOT","USD","A","1990",45.617388,
"DEU","GDPHRWKD","TOT","USD","A","1991",47.203373,
"DEU","GDPHRWKD","TOT","USD","A","1992",48.408308,
"DEU","GDPHRWKD","TOT","USD","A","1993",49.35082,
"DEU","GDPHRWKD","TOT","USD","A","1994",50.628,
"DEU","GDPHRWKD","TOT","USD","A","1995",51.390581,
"DEU","GDPHRWKD","TOT","USD","A","1996",52.255597,
"DEU","GDPHRWKD","TOT","USD","A","1997",53.53631,
"DEU","GDPHRWKD","TOT","USD","A","1998",54.081496,
"DEU","GDPHRWKD","TOT","USD","A","1999",54.695538,
"DEU","GDPHRWKD","TOT","USD","A","2000",56.051436,
"DEU","GDPHRWKD","TOT","USD","A","2001",57.4591,
"DEU","GDPHRWKD","TOT","USD","A","2002",57.991792,
"DEU","GDPHRWKD","TOT","USD","A","2003",58.437853,
"DEU","GDPHRWKD","TOT","USD","A","2004",58.970058,
"DEU","GDPHRWKD","TOT","USD","A","2005",59.900695,
"DEU","GDPHRWKD","TOT","USD","A","2006",60.858653,
"DEU","GDPHRWKD","TOT","USD","A","2007",61.577685,
"DEU","GDPHRWKD","TOT","USD","A","2008",61.593702,
"DEU","GDPHRWKD","TOT","USD","A","2009",59.739676,
"DEU","GDPHRWKD","TOT","USD","A","2010",61.116778,
"DEU","GDPHRWKD","TOT","USD","A","2011",62.706421,
"DEU","GDPHRWKD","TOT","USD","A","2012",63.093299,
"DEU","GDPHRWKD","TOT","USD","A","2013",63.392823,
"DEU","GDPHRWKD","TOT","USD","A","2014",64.049842,
"DEU","GDPHRWKD","TOT","USD","A","2015",64.376152,
"DEU","GDPHRWKD","TOT","USD","A","2016",65.248665,
"DEU","GDPHRWKD","TOT","USD","A","2017",66.411797,
"DEU","GDPHRWKD","TOT","USD","A","2018",66.549287,
"DEU","GDPHRWKD","TOT","USD","A","2019",67.055996,
"DEU","GDPHRWKD","TOT","USD","A","2020",67.714113,
"DEU","GDPHRWKD","TOT","USD","A","2021",68.303361,
"DEU","GDPHRWKD","TOT","USD","A","2022",68.633907,
"GRC","GDPHRWKD","TOT","USD","A","1983",26.776155,
"GRC","GDPHRWKD","TOT","USD","A","1984",28.323565,
"GRC","GDPHRWKD","TOT","USD","A","1985",28.082327,
"GRC","GDPHRWKD","TOT","USD","A","1986",28.29058,
"GRC","GDPHRWKD","TOT","USD","A","1987",28.250953,
"GRC","GDPHRWKD","TOT","USD","A","1988",29.147472,
